"input_index","reference","sentiment","text_key","title","author","date","period","mode","genre","gender","birthdate","nationality","role","source","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5","Topic 6","Topic 7","Topic 8","Topic 9","Topic 10","Topic 11","Topic 12","Topic 13","Topic 14","Topic 15","Topic 16","Topic 17","Topic 18","Topic 19","Topic 20","Topic 21","Topic 22","Topic 23","Topic 24","Topic 25","Topic 26","Topic 27","Topic 28","Topic 29","Topic 30","Topic 31","Topic 32","Topic 33","Topic 34","Topic 35","Topic 36","Topic 37","Topic 38","Topic 39","Topic 40","Topic 41","Topic 42","Topic 43","Topic 44","Topic 45","Topic 46","Topic 47","Topic 48","Topic 49","Topic 50","Topic 51","Topic 52","Topic 53","Topic 54","Topic 55","Topic 56","Topic 57","Topic 58","Topic 59","Topic 60","Topic 61","Topic 62","Topic 63","Topic 64","Topic 65","Topic 66","Topic 67","Topic 68","Topic 69","Topic 70","Topic 71","Topic 72","Topic 73"
69,"Hawthorne_TheLilysQu_1","0.9984","Hawthorne_TheLilysQu","The Lily's Quest (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.13","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","98.71","0.02","0.02","0.02"
70,"Hawthorne_TheMiniste_1","-0.9957","Hawthorne_TheMiniste","The Minister'S Black Veil","Hawthorne, Nathaniel",1836,,"Short Story","Gothic","m",1804,"American","Peripheral","colors","0.01","0.01","0.9","1.27","0.7","0.01","0.01","0.18","0.02","0.4","0.01","0.23","0.01","0.01","0.01","0.01","0.01","0.01","0.4","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","4.88","1.11","0.01","0.01","0.22","0.01","0.11","0.01","0.33","0.41","0.01","0.01","1.67","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","27.78","0.01","0.01","0.01","0.15","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","5.27","42.85","10.67","0.01","0.01"
71,"Hawthorne_TheMiracul_1","1.0","Hawthorne_TheMiracul","The Miraculous Pitcher
(From: 'A Wonder-Book for Girls and Boys')","Hawthorne, Nathaniel",1851,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","16.76","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.43","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","5.78","0.01","0.01","0.01","0.01","3.63","2.41","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","52.48","0.23","0.01","0.01","0.32","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","2.0","0.01","12.64","0.46","0.01","0.01","0.06","0.15","0.01","0.01","0.01","0.01","0.01","1.24","0.01","0.01"
72,"Hawthorne_TheParadis_1","0.9999","Hawthorne_TheParadis","The Paradise of Children
(From: 'A Wonder-Book for Girls and Boys')","Hawthorne, Nathaniel",1851,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","0.01","0.01","0.01","23.57","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.32","2.47","0.01","0.62","0.01","0.01","0.01","0.01","0.01","1.47","0.01","0.01","0.01","0.01","1.92","0.01","0.3","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.23","0.01","0.01","4.37","0.95","0.01","0.01","0.01","0.01","0.34","1.52","0.01","0.01","0.01","20.7","0.01","0.01","0.01","8.78","0.3","0.02","0.01","25.22","0.01","0.01","0.01","0.01","1.06","1.83","0.01","0.01","3.55"
73,"Hawthorne_TheSevenVa_1","1.0","Hawthorne_TheSevenVa","The Seven Vagabonds (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","1.49","11.94","0.72","5.5","0.03","3.45","0.9","0.86","7.68","0.01","1.46","0.01","1.21","2.5","0.11","0.01","1.7","0.16","7.63","0.01","0.01","1.46","0.01","0.01","0.01","1.07","0.01","1.01","0.08","4.16","0.01","0.01","0.88","1.25","7.5","2.31","0.23","0.01","0.01","1.23","1.4","0.79","0.68","0.62","0.49","0.71","0.01","0.01","0.01","0.98","1.93","0.01","0.01","0.1","5.95","0.65","0.01","0.01","2.34","0.2","0.83","3.04","0.48","1.3","0.12","0.01","0.01","0.58","6.98","0.01","1.17","0.01"
74,"Hawthorne_TheSisterY_1","0.9997","Hawthorne_TheSisterY","The Sister Years (From 'Twice Told Tales')","Hawthorne, Nathaniel",1851,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.03","0.02","0.02","0.02","0.02","0.02","65.35","0.02","0.02","0.02","0.02","0.56","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.31","0.02","0.02","10.36","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.5","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","21.33","0.02","0.42","0.02"
75,"Hawthorne_TheThreeGo_1","1.0","Hawthorne_TheThreeGo","The Three Golden Apples
(From: 'A Wonder-Book for Girls and Boys')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","1.25","4.19","5.4","0.91","0.38","0.95","0.01","0.09","0.01","5.37","0.94","0.01","0.43","0.01","0.01","4.52","0.07","1.41","0.83","0.01","2.23","0.01","0.85","0.01","0.34","1.18","1.3","0.21","0.61","0.01","0.01","0.47","8.83","0.68","0.95","0.96","0.01","0.01","0.01","12.29","0.01","0.01","2.05","1.31","0.01","0.01","0.05","0.01","1.16","3.77","0.01","0.01","0.01","0.44","0.62","0.01","0.79","9.12","0.56","0.17","0.1","1.37","2.61","0.01","0.01","0.01","1.7","15.36","1.02","0.01","0.01"
76,"Hawthorne_TheThreefo_1","0.9996","Hawthorne_TheThreefo","The Threefold Destiny (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","1.22","9.01","0.01","1.38","0.01","0.96","1.0","0.01","1.45","0.01","0.77","0.01","0.01","0.01","0.01","0.01","0.01","10.63","0.01","0.01","0.01","0.07","0.01","0.01","0.01","0.01","0.01","38.47","0.73","0.83","0.01","0.01","0.01","8.22","0.01","0.01","3.88","0.01","0.01","0.01","0.01","0.01","0.01","1.02","0.01","0.01","0.01","0.71","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.08","0.01","2.76","0.01","8.82","0.71","0.01","0.01","0.01","0.01","5.93","0.47","0.25","0.01","0.01","0.01"
77,"Hawthorne_TheTollGat_1",999,"Hawthorne_TheTollGat","The Toll Gatherer's Day (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","94.76","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","4.09","0.01","0.01","0.01","0.01","0.01","0.01","0.3","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
78,"Hawthorne_TheVillage_1","0.9998","Hawthorne_TheVillage","The Village Uncle (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","7.47","2.62","2.2","0.01","2.35","3.69","0.01","0.55","0.01","6.04","0.01","0.01","2.39","0.01","0.01","4.43","1.77","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.41","0.01","1.78","0.01","0.01","4.51","1.35","0.01","1.32","1.84","0.01","0.01","0.01","0.01","1.64","0.07","1.14","0.01","0.28","0.01","0.01","0.01","4.05","0.63","0.01","0.01","0.01","0.01","0.01","0.01","0.16","5.46","0.19","0.27","0.01","0.01","0.04","0.01","0.01","0.01","1.03","3.67","36.32","0.01","0.01"
79,"Hawthorne_TheVisiono_1","0.9989","Hawthorne_TheVisiono","The Vision of the Fountain (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","98.32","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
80,"Hawthorne_TheWhiteOl_1","-0.9985","Hawthorne_TheWhiteOl","The White Old Maid (From 'Twice Told Tales')","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.01","0.01","0.01","1.21","0.71","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.08","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.01","0.01","0.01","0.05","0.01","0.01","0.01","0.01","0.02","0.01","2.11","0.01","0.01","0.16","0.01","0.01","9.95","0.01","0.01","0.39","1.76","0.01","0.01","0.59","0.01","0.01","19.32","0.01","0.01","1.32","2.71","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.2","57.76","0.01","0.01","0.01"
81,"Hawthorne_TwiceToldT_1","-0.9904","Hawthorne_TwiceToldT","Twice-Told Tales","Hawthorne, Nathaniel",1837,,,,"m",1804,"American",,"pb-manual","0.75","0.84","2.74","4.14","4.42","0.8","0.0","1.65","0.79","2.3","0.3","0.68","0.13","2.05","0.31","0.0","0.0","1.41","0.38","0.0","0.0","0.0","1.6","0.0","0.0","0.15","0.63","0.07","0.76","4.8","3.28","0.02","0.81","3.66","0.0","1.09","1.02","1.72","0.56","0.0","0.11","2.02","0.09","0.02","1.9","0.45","0.0","0.0","0.4","0.14","1.32","16.61","1.18","0.0","0.04","0.56","0.0","0.0","0.04","0.08","0.82","0.13","0.0","0.39","0.47","0.06","0.0","0.1","3.69","19.12","6.01","0.01","0.33"
82,"Hodgson_TheHouseOn_1","-0.9216","Hodgson_TheHouseOn","The House On The Borderland","Hodgson, William Hope",1907,"Edwardian","Novel","Gothic","m",1877,"English","Peripheral","colors","0.08","0.0","7.37","3.71","4.72","1.62","1.24","3.87","1.42","3.69","0.0","2.5","1.01","0.0","0.35","0.36","0.0","2.08","3.97","0.0","0.0","0.0","0.51","0.0","1.21","0.15","0.69","0.03","0.59","1.36","0.44","0.1","0.19","2.74","0.36","0.0","1.52","1.1","1.5","0.0","0.0","1.77","0.5","0.12","2.67","0.0","0.27","0.42","1.96","1.86","16.58","3.92","0.22","0.0","1.27","0.39","0.52","0.2","0.0","1.27","4.06","1.65","0.15","0.99","1.01","0.0","0.34","0.0","2.72","3.94","0.42","0.0","0.22"
83,"Hogg_ThePrivate_1","0.9998","Hogg_ThePrivate","The Private Memoirs And Confessions Of A Justified Sinner","Hogg, James",1824,"Romantic","Novel","Gothic","m",1770,"Scottish","Central","colors","1.23","0.0","0.72","1.47","5.32","1.33","1.51","1.47","0.71","2.83","0.1","3.11","0.0","0.5","0.64","0.0","0.13","0.68","0.81","0.16","1.37","0.0","1.36","0.0","0.0","0.0","0.17","0.04","1.71","1.27","1.82","0.18","0.0","0.39","2.45","0.3","2.0","4.77","4.97","1.13","0.0","1.8","0.0","0.14","4.27","0.49","1.78","1.03","1.76","1.1","8.23","2.37","1.19","0.82","0.0","1.63","0.32","1.17","0.0","2.39","1.2","0.83","2.59","0.58","4.32","0.74","0.57","0.22","2.6","4.62","0.86","0.54","3.12"
84,"Holcroft_AnnaStIves_1","1.0","Holcroft_AnnaStIves","Anna St. Ives. A Novel","Holcroft, Thomas",1792,"Romantic","Novel","Gothic","m",1745,"English","Peripheral","colors","0.2","0.23","0.0","2.78","4.64","0.45","0.36","0.35","3.04","0.36","0.6","17.72","0.38","0.43","0.34","0.53","0.37","0.33","12.08","0.0","0.58","0.04","0.79","0.0","0.29","0.66","0.0","2.27","0.89","1.47","3.32","1.05","0.0","1.91","0.24","0.11","0.0","2.04","4.67","0.15","0.02","0.45","1.63","0.01","0.68","0.94","0.66","0.0","3.14","0.0","1.97","0.05","0.18","0.16","0.18","0.41","0.0","0.06","0.0","0.0","0.16","0.57","1.75","0.0","14.24","0.81","0.0","0.02","0.62","4.08","0.0","0.37","1.09"
85,"Irving_TheAdventu_1","0.9565","Irving_TheAdventu","The Adventure Of The German Student","Irving, Washington",1824,"Romantic","Short Story","Gothic","m",1783,"American","Peripheral","colors","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","19.34","0.02","0.02","0.02","0.02","0.06","0.02","0.02","0.02","0.02","0.02","0.02","35.36","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","9.87","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","12.06","0.02","0.02","0.02","0.02","0.02","21.8","0.02","0.02","0.02"
86,"Jacobs_TheMonkeyS_1","-0.9795","Jacobs_TheMonkeyS","The Monkey'S Paw","Jacobs, William Wymark",1902,"Edwardian","Short Story","Gothic","m",1863,"English","Peripheral","colors","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","44.25","5.17","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","23.68","25.89","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
87,"Jacobs_TheMonkeys_1","-0.9798","Jacobs_TheMonkeys","The Monkey's Paw
The Lady of the Barge and Others, Part 2.","Jacobs, William Wymark",1902,,,,"m",1863,"English",,"gutenberg","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","35.75","3.84","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","37.02","22.41","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
88,"James_TheRealRig_1","0.9994","James_TheRealRig","The Real Right Thing","James, Henry",1899,"Victorian","Short Story","Gothic","m",1843,"American-English","Peripheral","colors","14.87","0.02","15.88","8.36","3.19","0.02","1.31","0.02","0.02","1.85","0.02","0.02","0.02","0.02","0.02","0.55","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","1.18","0.02","21.11","0.02","0.02","2.72","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","15.42","2.56","5.55","0.42","0.02","0.02","0.02","0.02","0.02","0.05","0.54","0.02","0.02","0.02","0.18","1.34","0.02","0.02","0.02","1.89","0.02","0.02","0.2"
89,"James_TheTurnOfT_1","0.9999","James_TheTurnOfT","The Turn Of The Screw","James, Henry",1898,"Victorian","Novella","Gothic","m",1843,"American-English","Central","colors","0.01","0.01","1.13","1.07","7.75","1.03","0.78","1.88","4.27","0.05","0.01","6.86","1.32","0.01","0.59","0.02","0.01","1.22","1.85","0.01","0.01","0.01","0.01","0.66","1.04","0.01","0.01","0.01","1.69","0.01","0.91","4.07","0.01","0.01","1.5","0.01","0.01","1.97","0.12","0.01","0.01","1.46","0.13","0.01","2.65","0.83","0.01","1.36","1.73","0.01","8.44","0.01","0.44","0.01","0.08","1.25","0.01","0.01","0.09","2.71","3.51","0.01","0.01","0.01","7.64","2.19","0.38","0.01","4.18","11.85","0.01","2.26","4.85"
90,"James_AThinGhost_1","0.9988","James_AThinGhost","A Thin Ghost and Others","James, Montague Rhodes",1919,,,,"m",1862,"English",,"gutenberg","0.01","0.01","3.65","0.06","3.54","6.08","1.41","1.48","2.01","1.27","0.01","8.12","1.14","2.9","2.46","0.09","0.12","3.89","5.52","0.01","1.01","0.01","0.24","0.01","0.31","0.01","0.01","0.01","0.05","1.55","0.76","0.86","0.01","1.67","0.78","0.46","0.01","0.89","0.78","0.01","1.5","3.34","0.08","0.01","2.0","1.85","0.64","0.01","0.01","0.01","16.35","2.01","0.01","0.01","0.19","1.16","0.01","0.01","0.29","2.72","1.06","0.01","0.35","0.44","1.33","0.99","0.02","0.01","0.01","4.63","3.54","0.01","2.27"
91,"James_GhostStori_1","0.9999","James_GhostStori","Ghost Stories of an Antiquary","James, Montague Rhodes",1904,,,,"m",1862,"English",,"gutenberg","0.01","0.01","0.73","0.72","5.27","0.64","1.78","2.8","1.34","1.31","0.6","10.4","0.78","0.01","0.82","0.01","0.01","3.55","0.83","0.01","0.18","0.01","0.01","0.45","1.1","0.11","0.33","0.01","1.46","0.01","1.55","0.82","0.06","4.69","0.68","0.8","0.27","2.87","1.15","0.01","0.01","3.78","0.42","0.01","1.29","1.85","0.01","0.01","0.33","0.01","19.61","1.33","0.01","0.01","3.61","0.47","0.01","0.34","0.05","3.04","0.87","1.27","0.71","0.6","2.47","0.57","0.3","0.01","1.24","3.75","0.68","0.51","2.7"
92,"Jerome_ToldAfterS_1","-0.9986","Jerome_ToldAfterS","Told After Supper","Jerome, Jerome Klapka",1891,,,,"m",1859,"English",,"gutenberg","0.01","0.01","0.01","2.03","3.63","0.69","0.01","0.35","0.09","0.01","0.2","6.79","0.01","0.01","2.91","0.01","0.01","1.25","1.94","0.01","0.01","0.01","0.01","0.21","1.4","0.01","0.01","0.01","0.01","0.01","1.17","0.01","0.01","8.01","3.53","0.01","0.01","0.3","1.27","0.01","0.01","1.42","0.01","0.01","0.56","2.53","0.01","0.2","0.81","0.01","2.63","4.67","0.21","1.92","0.12","0.94","0.01","0.26","0.12","0.86","20.68","2.47","0.1","0.01","3.03","0.64","0.01","0.01","5.47","11.71","2.38","0.01","0.31"
93,"Keats_IsabellaOr_1","0.9905","Keats_IsabellaOr","Isabella, Or The Pot Of Basil","Keats, John",1820,"Romantic","Poetry","Gothic","m",1795,"English","Central","colors","1.22","0.01","0.01","0.01","0.49","0.01","0.01","1.92","0.01","0.01","0.01","0.49","0.01","4.05","0.01","0.01","0.01","0.01","0.01","0.01","2.13","0.01","0.01","0.01","0.01","0.01","0.01","0.01","5.59","0.01","12.03","0.01","0.01","2.28","4.78","0.01","0.01","0.01","0.01","0.01","0.01","25.87","6.78","0.01","2.8","5.11","0.01","0.65","0.01","1.15","9.52","5.13","0.01","0.01","0.01","0.01","0.01","0.01","0.54","1.66","0.01","0.01","0.01","0.6","0.01","0.01","0.01","0.01","0.08","1.64","2.97","0.01","0.01"
94,"Keats_LaBelleDam_1","0.1779","Keats_LaBelleDam","La Belle Dame Sans Merci","Keats, John",1819,"Romantic","Poetry","Gothic","m",1795,"English","Central","colors","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","90.03","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.14"
95,"LeFanu_Carmilla_1","0.9999","LeFanu_Carmilla","Carmilla","Le Fanu, Sheridan",1872,"Victorian","Novel","Gothic","m",1814,"Irish","Central","colors","0.0","0.73","7.3","1.47","6.48","1.24","0.23","0.95","0.8","0.25","0.44","3.62","0.26","0.97","2.12","0.0","0.15","0.91","5.28","0.19","0.0","0.0","0.14","0.22","0.8","0.0","0.02","0.0","0.31","0.88","2.6","0.14","0.34","0.0","0.53","0.01","0.77","1.27","3.51","0.0","0.0","1.82","0.01","1.24","10.22","3.94","0.56","0.35","0.49","0.0","6.73","0.84","3.42","0.01","0.0","2.04","0.3","0.42","0.77","1.45","0.03","0.43","0.24","0.01","6.11","0.73","0.0","1.17","1.79","8.91","0.47","0.0","0.51"
96,"LeFanu_UncleSilas_1","0.9996","LeFanu_UncleSilas","Uncle Silas: A Tale of Bartram-Haugh","Le Fanu, Sheridan",1864,"Victorian","Novel","Gothic","m",1814,"Irish","Peripheral","colors","0.11","0.01","2.55","2.93","2.59","1.16","0.01","3.48","0.82","1.73","0.58","6.35","0.18","0.01","1.63","0.01","0.26","0.09","1.95","0.01","0.11","0.01","0.12","0.01","0.01","0.01","0.01","0.01","0.94","0.71","1.96","0.01","0.14","4.39","5.02","0.06","0.74","0.7","1.62","0.01","0.01","0.65","0.01","0.01","1.18","0.29","0.16","0.49","7.04","0.01","2.08","1.82","2.59","0.07","1.59","3.05","0.01","0.01","0.05","4.21","1.05","0.53","2.38","0.03","3.8","0.71","0.32","0.15","2.86","17.31","0.52","0.01","2.04"
97,"Lee_TheRecessO_1","1.0","Lee_TheRecessO","The Recess, Or A Tale Of Other Times","Lee, Sophia",1785,"Romantic","Novel","Historical Romance","f",1750,"English","Central","colors","0.25","0.99","0.19","0.8","20.18","0.67","1.49","1.29","6.07","5.87","0.83","1.92","0.0","0.86","0.59","0.07","0.02","0.8","0.77","0.0","0.0","0.24","3.37","0.68","0.39","0.0","0.0","0.47","3.7","2.9","0.57","0.11","0.0","0.38","2.12","0.77","0.5","7.31","0.42","0.18","0.0","0.67","0.0","0.0","1.09","0.12","1.08","0.47","0.83","0.0","5.53","1.13","0.29","0.0","0.62","0.93","0.0","0.0","0.0","2.61","0.24","0.32","1.57","0.34","6.15","1.52","0.0","1.09","1.58","1.6","0.36","0.0","2.04"
98,"Leland_LongswordE_1","0.7862","Leland_LongswordE","Longsword, Earl Of Salisbury. An Historical Romance","Leland, Thomas",1762,"Pre-Romantic","Novel","Historical Romance","m",1722,"Irish","Influence","colors","0.07","0.82","0.0","1.25","17.66","0.42","0.66","2.0","0.78","3.34","0.2","1.68","0.08","0.77","5.16","0.0","0.14","0.54","0.75","0.0","0.52","0.03","5.72","0.18","0.92","0.16","0.0","0.03","1.44","5.92","1.57","0.43","0.0","0.49","0.67","0.04","0.77","5.61","1.66","0.35","0.0","0.75","0.23","0.0","1.44","0.31","0.57","0.76","2.09","0.0","8.35","0.48","1.0","0.0","0.13","3.04","0.85","0.67","0.04","3.0","0.47","0.39","1.86","0.59","3.54","0.43","0.15","0.78","1.54","2.79","0.46","0.02","0.43"
99,"Lewis_AlonzoTheB_1","-0.9042","Lewis_AlonzoTheB","Alonzo The Brave And Fair Imogine","Lewis, Matthew",1796,"Romantic","Poetry","Gothic","m",1796,"English","Central","colors","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","96.04","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05"
100,"Lewis_TheCastleS_1","1.0","Lewis_TheCastleS","The Castle Spectre","Lewis, Matthew",1797,"Romantic","Drama","Gothic","m",1796,"English","Central","colors","0.0","0.09","0.96","3.87","12.84","2.29","0.57","4.63","1.14","4.09","0.0","3.8","0.09","0.6","3.74","0.11","0.14","0.43","1.17","0.15","0.35","0.0","0.94","0.42","0.28","0.0","0.62","0.23","3.29","1.19","2.87","0.2","0.07","1.33","1.83","0.38","0.41","1.53","1.43","2.05","0.0","1.8","0.93","0.01","1.99","1.53","0.14","1.78","0.66","0.2","4.76","2.78","0.46","0.45","0.01","0.76","0.01","0.0","0.0","2.45","1.47","0.0","1.79","0.25","5.35","2.98","0.0","0.7","0.97","3.9","0.51","0.47","0.73"
101,"Lewis_TheMonkARo_1","1.0","Lewis_TheMonkARo","The Monk. A Romance","Lewis, Matthew",1796,"Romantic","Novel","Gothic","m",1796,"English","Central","colors","0.06","0.21","0.03","4.51","9.74","2.11","0.61","2.91","4.64","2.61","0.03","2.32","0.01","1.57","0.15","0.01","0.3","3.77","1.64","0.01","0.04","0.01","0.01","0.43","0.01","0.01","0.01","0.28","0.71","4.1","1.4","0.18","0.01","5.63","1.65","0.01","1.01","6.68","0.63","0.24","0.01","0.52","0.2","0.01","0.71","0.24","0.01","0.98","2.05","0.56","8.82","1.1","0.01","0.18","0.01","2.92","0.01","0.17","0.01","2.11","1.29","0.29","4.94","0.01","2.58","1.34","0.01","0.52","3.22","4.53","0.01","0.01","0.44"
102,"MacDonald_ThePrinces2_1","0.9999","MacDonald_ThePrinces2","The Princess and the Goblin","MacDonald, George",1872,,,,"m",1824,"Scottish",,"pb-manual","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.09","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.23","0.01","0.06","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","41.62","0.01","0.01","0.01","0.01","11.58","0.01","0.01","0.01","0.01","0.01","0.01","0.01","7.3","0.01","0.01","0.01","0.01","22.16","0.01","0.01","0.01","0.01","0.01","16.54","0.01","0.01","0.01"
